"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"MT02"	"MT02_01"	"MT02_02"	"MT03"	"MT03_01"	"MT03_02"	"MT03_03"	"MT03_04"	"MT03_05"	"MT04"	"MT04_01"	"MT04_02"	"MT04_03"	"MT04_04"	"FR01"	"FR02"	"FR03"	"FR04"	"FR05"	"FR06"	"FR07"	"FR08"	"FR09"	"FR10"	"FR11"	"F201"	"F202"	"F258"	"F259"	"F260"	"F261"	"F262"	"F263"	"F264"	"F253"	"F254"	"F255"	"F256"	"F257"	"F247"	"F248"	"F249"	"F250"	"F251"	"F252"	"F240"	"F241"	"F242"	"F243"	"F244"	"F245"	"F246"	"F235"	"F236"	"F237"	"F238"	"F239"	"F229"	"F230"	"F231"	"F232"	"F233"	"F234"	"F222"	"F223"	"F224"	"F225"	"F226"	"F227"	"F228"	"F216"	"F217"	"F218"	"F219"	"F220"	"F221"	"F210"	"F211"	"F212"	"F213"	"F214"	"F215"	"F203"	"F204"	"F205"	"F206"	"F207"	"F208"	"F209"	"F301"	"F302"	"F358"	"F359"	"F360"	"F361"	"F362"	"F363"	"F364"	"F353"	"F354"	"F355"	"F356"	"F357"	"F347"	"F348"	"F349"	"F350"	"F351"	"F352"	"F340"	"F341"	"F342"	"F343"	"F344"	"F345"	"F346"	"F335"	"F336"	"F337"	"F338"	"F339"	"F329"	"F330"	"F331"	"F332"	"F333"	"F334"	"F322"	"F323"	"F324"	"F325"	"F326"	"F327"	"F328"	"F316"	"F317"	"F318"	"F319"	"F320"	"F321"	"F310"	"F311"	"F312"	"F313"	"F314"	"F315"	"F303"	"F304"	"F305"	"F306"	"F307"	"F308"	"F309"	"F401"	"F402"	"F403"	"F404"	"F405"	"F406"	"F407"	"F408"	"F409"	"F410"	"F411"	"F412"	"F413"	"F414"	"F415"	"F416"	"F417"	"F418"	"F419"	"F420"	"F421"	"F422"	"F423"	"F424"	"F425"	"F426"	"F427"	"F428"	"F429"	"F430"	"F431"	"F432"	"F433"	"F434"	"F435"	"F436"	"F437"	"F438"	"F439"	"F440"	"F441"	"F442"	"F443"	"F444"	"F445"	"F446"	"F447"	"F448"	"F449"	"F450"	"F451"	"F452"	"F453"	"F454"	"F455"	"F456"	"F457"	"F458"	"F459"	"F460"	"F461"	"F462"	"F463"	"F464"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME017"	"TIME018"	"TIME019"	"TIME020"	"TIME021"	"TIME022"	"TIME023"	"TIME024"	"TIME025"	"TIME026"	"TIME027"	"TIME028"	"TIME029"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"
18		"pre001"	"base"	"pretest"	2022-02-11 09:04:34	1	2	1	1	1	1	1	2	1	1	2	1	1	1																																																																																																																																												5	4	4	3	3	2	4	3	5	2	3	6	1	4	3	2	2	5	3	2	1	3	5	3	2																																								4	6	7	6	3	4	4	3	4	4	3	3	4	3	4	3	3	3	4	3	3	3	4	4	4	3	4	4	11	0		2022-02-11 09:06:32	1	0	29	29
