Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;3_Merkmal_Code;3_Merkmal_Label;3_Auspraegung_Code;3_Auspraegung_Label;BEV001__Lebendgeborene__Anzahl
12612;Statistik der Geburten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT11;November;31874
12612;Statistik der Geburten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT12;Dezember;31752
12612;Statistik der Geburten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT01;Januar;31185
12612;Statistik der Geburten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT02;Februar;28674
12612;Statistik der Geburten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT03;März;30753
12612;Statistik der Geburten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT04;April;29879
12612;Statistik der Geburten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT05;Mai;33213
12612;Statistik der Geburten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT06;Juni;32278
12612;Statistik der Geburten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT07;Juli;34828
12612;Statistik der Geburten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT08;August;34675
12612;Statistik der Geburten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT09;September;34050
12612;Statistik der Geburten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT10;Oktober;32591
12612;Statistik der Geburten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT11;November;30208
12612;Statistik der Geburten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT12;Dezember;30040
12612;Statistik der Geburten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT01;Januar;63808
12612;Statistik der Geburten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT02;Februar;58971
12612;Statistik der Geburten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT03;März;63330
12612;Statistik der Geburten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT04;April;61375
12612;Statistik der Geburten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT05;Mai;67801
12612;Statistik der Geburten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT06;Juni;66179
12612;Statistik der Geburten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT07;Juli;71805
12612;Statistik der Geburten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT08;August;71470
12612;Statistik der Geburten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT09;September;69606
12612;Statistik der Geburten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT10;Oktober;66665
12612;Statistik der Geburten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT11;November;62082
12612;Statistik der Geburten;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT12;Dezember;61792
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT01;Januar;33450
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT02;Februar;29978
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT03;März;32749
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT04;April;31825
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT05;Mai;34494
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT06;Juni;35195
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT07;Juli;37972
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT08;August;36487
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT09;September;36185
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT10;Oktober;34474
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT11;November;30619
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT12;Dezember;30624
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT01;Januar;31952
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT02;Februar;28511
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT03;März;30890
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT04;April;30316
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT05;Mai;32899
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT06;Juni;33110
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT07;Juli;35617
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT08;August;34979
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT09;September;33980
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT10;Oktober;32641
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT11;November;29510
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT12;Dezember;29066
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT01;Januar;65402
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT02;Februar;58489
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT03;März;63639
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT04;April;62141
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT05;Mai;67393
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT06;Juni;68305
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT07;Juli;73589
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT08;August;71466
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT09;September;70165
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT10;Oktober;67115
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT11;November;60129
12612;Statistik der Geburten;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT12;Dezember;59690
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT01;Januar;32598
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT02;Februar;29273
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT03;März;31703
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT04;April;32130
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT05;Mai;33313
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT06;Juni;34383
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT07;Juli;37427
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT08;August;36727
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT09;September;36021
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT10;Oktober;34043
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT11;November;30936
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT12;Dezember;30738
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT01;Januar;30677
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT02;Februar;27911
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT03;März;29976
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT04;April;30504
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT05;Mai;31629
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT06;Juni;32333
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT07;Juli;35233
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT08;August;34835
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT09;September;34036
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT10;Oktober;32787
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT11;November;29624
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT12;Dezember;29253
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT01;Januar;63275
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT02;Februar;57184
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT03;März;61679
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT04;April;62634
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT05;Mai;64942
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT06;Juni;66716
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT07;Juli;72660
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT08;August;71562
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT09;September;70057
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT10;Oktober;66830
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT11;November;60560
12612;Statistik der Geburten;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT12;Dezember;59991
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT01;Januar;32664
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT02;Februar;30188
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT03;März;31646
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT04;April;31404
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT05;Mai;33457
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT06;Juni;33916
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT07;Juli;36626
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT08;August;35892
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT09;September;35924
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT10;Oktober;33855
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT11;November;30461
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT12;Dezember;31352
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT01;Januar;31049
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT02;Februar;28512
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT03;März;30584
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT04;April;29835
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT05;Mai;31247
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT06;Juni;32194
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT07;Juli;34436
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT08;August;33800
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT09;September;33533
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT10;Oktober;32164
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT11;November;29041
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT12;Dezember;29364
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT01;Januar;63713
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT02;Februar;58700
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT03;März;62230
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT04;April;61239
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT05;Mai;64704
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT06;Juni;66110
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT07;Juli;71062
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT08;August;69692
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT09;September;69457
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT10;Oktober;66019
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT11;November;59502
12612;Statistik der Geburten;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT12;Dezember;60716
12612;Statistik der Geburten;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT01;Januar;30585
12612;Statistik der Geburten;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT02;Februar;31765
12612;Statistik der Geburten;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT03;März;33935
12612;Statistik der Geburten;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT04;April;31990
12612;Statistik der Geburten;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT05;Mai;33581
12612;Statistik der Geburten;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT06;Juni;33832
