"";"Statistik_Code";"Statistik_Label";"Zeit_Code";"Zeit_Label";"Zeit";"X1_Merkmal_Code";"X1_Merkmal_Label";"X1_Auspraegung_Code";"X1_Auspraegung_Label";"X2_Merkmal_Code";"X2_Merkmal_Label";"X2_Auspraegung_Code";"X2_Auspraegung_Label";"BEV001__Lebendgeborene__Anzahl"
"51";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";8;"Baden-Württemberg";"GES";"Geschlecht";"";"Insgesamt";117528
"52";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";9;"Bayern";"GES";"Geschlecht";"GESM";"männlich";69297
"53";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";9;"Bayern";"GES";"Geschlecht";"GESW";"weiblich";65103
"54";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";9;"Bayern";"GES";"Geschlecht";"";"Insgesamt";134400
"55";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";11;"Berlin";"GES";"Geschlecht";"GESM";"männlich";15682
"56";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";11;"Berlin";"GES";"Geschlecht";"GESW";"weiblich";14880
"57";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";11;"Berlin";"GES";"Geschlecht";"";"Insgesamt";30562
"58";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";12;"Brandenburg";"GES";"Geschlecht";"GESM";"männlich";8680
"59";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";12;"Brandenburg";"GES";"Geschlecht";"GESW";"weiblich";8535
"60";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";12;"Brandenburg";"GES";"Geschlecht";"";"Insgesamt";17215
"61";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";4;"Bremen";"GES";"Geschlecht";"GESM";"männlich";3505
"62";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";4;"Bremen";"GES";"Geschlecht";"GESW";"weiblich";3284
"63";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";4;"Bremen";"GES";"Geschlecht";"";"Insgesamt";6789
"64";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";2;"Hamburg";"GES";"Geschlecht";"GESM";"männlich";8497
"65";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";2;"Hamburg";"GES";"Geschlecht";"GESW";"weiblich";8006
"66";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";2;"Hamburg";"GES";"Geschlecht";"";"Insgesamt";16503
"67";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";6;"Hessen";"GES";"Geschlecht";"GESM";"männlich";31426
"68";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";6;"Hessen";"GES";"Geschlecht";"GESW";"weiblich";29898
"69";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";6;"Hessen";"GES";"Geschlecht";"";"Insgesamt";61324
"70";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";13;"Mecklenburg-Vorpommern";"GES";"Geschlecht";"GESM";"männlich";6927
"71";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";13;"Mecklenburg-Vorpommern";"GES";"Geschlecht";"GESW";"weiblich";6708
"72";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";13;"Mecklenburg-Vorpommern";"GES";"Geschlecht";"";"Insgesamt";13635
"73";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";3;"Niedersachsen";"GES";"Geschlecht";"GESM";"männlich";42795
"74";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";3;"Niedersachsen";"GES";"Geschlecht";"GESW";"weiblich";40327
"75";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";3;"Niedersachsen";"GES";"Geschlecht";"";"Insgesamt";83122
"76";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";5;"Nordrhein-Westfalen";"GES";"Geschlecht";"GESM";"männlich";101686
"77";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";5;"Nordrhein-Westfalen";"GES";"Geschlecht";"GESW";"weiblich";96750
"78";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";5;"Nordrhein-Westfalen";"GES";"Geschlecht";"";"Insgesamt";198436
"79";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";7;"Rheinland-Pfalz";"GES";"Geschlecht";"GESM";"männlich";21578
"80";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";7;"Rheinland-Pfalz";"GES";"Geschlecht";"GESW";"weiblich";20733
"81";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";7;"Rheinland-Pfalz";"GES";"Geschlecht";"";"Insgesamt";42311
"82";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";10;"Saarland";"GES";"Geschlecht";"GESM";"männlich";5759
"83";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";10;"Saarland";"GES";"Geschlecht";"GESW";"weiblich";5293
"84";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";10;"Saarland";"GES";"Geschlecht";"";"Insgesamt";11052
"85";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";14;"Sachsen";"GES";"Geschlecht";"GESM";"männlich";16096
"86";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";14;"Sachsen";"GES";"Geschlecht";"GESW";"weiblich";15182
"87";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";14;"Sachsen";"GES";"Geschlecht";"";"Insgesamt";31278
"88";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";15;"Sachsen-Anhalt";"GES";"Geschlecht";"GESM";"männlich";9963
"89";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";15;"Sachsen-Anhalt";"GES";"Geschlecht";"GESW";"weiblich";9496
"90";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";15;"Sachsen-Anhalt";"GES";"Geschlecht";"";"Insgesamt";19459
"91";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";1;"Schleswig-Holstein";"GES";"Geschlecht";"GESM";"männlich";14930
"92";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";1;"Schleswig-Holstein";"GES";"Geschlecht";"GESW";"weiblich";14005
"93";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";1;"Schleswig-Holstein";"GES";"Geschlecht";"";"Insgesamt";28935
"94";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";16;"Thüringen";"GES";"Geschlecht";"GESM";"männlich";8914
"95";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";16;"Thüringen";"GES";"Geschlecht";"GESW";"weiblich";8556
"96";12612;"Statistik der Geburten";"JAHR";"Jahr";1991;"DLAND";"Bundesländer";16;"Thüringen";"GES";"Geschlecht";"";"Insgesamt";17470
"97";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";8;"Baden-Württemberg";"GES";"Geschlecht";"GESM";"männlich";60600
"98";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";8;"Baden-Württemberg";"GES";"Geschlecht";"GESW";"weiblich";56959
"99";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";8;"Baden-Württemberg";"GES";"Geschlecht";"";"Insgesamt";117559
"100";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";9;"Bayern";"GES";"Geschlecht";"GESM";"männlich";68396
"101";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";9;"Bayern";"GES";"Geschlecht";"GESW";"weiblich";65550
"102";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";9;"Bayern";"GES";"Geschlecht";"";"Insgesamt";133946
"103";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";11;"Berlin";"GES";"Geschlecht";"GESM";"männlich";15379
"104";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";11;"Berlin";"GES";"Geschlecht";"GESW";"weiblich";14288
"105";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";11;"Berlin";"GES";"Geschlecht";"";"Insgesamt";29667
"106";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";12;"Brandenburg";"GES";"Geschlecht";"GESM";"männlich";6944
"107";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";12;"Brandenburg";"GES";"Geschlecht";"GESW";"weiblich";6525
"108";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";12;"Brandenburg";"GES";"Geschlecht";"";"Insgesamt";13469
"109";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";4;"Bremen";"GES";"Geschlecht";"GESM";"männlich";3491
"110";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";4;"Bremen";"GES";"Geschlecht";"GESW";"weiblich";3266
"111";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";4;"Bremen";"GES";"Geschlecht";"";"Insgesamt";6757
"112";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";2;"Hamburg";"GES";"Geschlecht";"GESM";"männlich";8448
"113";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";2;"Hamburg";"GES";"Geschlecht";"GESW";"weiblich";8049
"114";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";2;"Hamburg";"GES";"Geschlecht";"";"Insgesamt";16497
"115";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";6;"Hessen";"GES";"Geschlecht";"GESM";"männlich";31213
"116";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";6;"Hessen";"GES";"Geschlecht";"GESW";"weiblich";29933
"117";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";6;"Hessen";"GES";"Geschlecht";"";"Insgesamt";61146
"118";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";13;"Mecklenburg-Vorpommern";"GES";"Geschlecht";"GESM";"männlich";5567
"119";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";13;"Mecklenburg-Vorpommern";"GES";"Geschlecht";"GESW";"weiblich";5308
"120";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";13;"Mecklenburg-Vorpommern";"GES";"Geschlecht";"";"Insgesamt";10875
"121";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";3;"Niedersachsen";"GES";"Geschlecht";"GESM";"männlich";42746
"122";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";3;"Niedersachsen";"GES";"Geschlecht";"GESW";"weiblich";40923
"123";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";3;"Niedersachsen";"GES";"Geschlecht";"";"Insgesamt";83669
"124";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";5;"Nordrhein-Westfalen";"GES";"Geschlecht";"GESM";"männlich";101288
"125";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";5;"Nordrhein-Westfalen";"GES";"Geschlecht";"GESW";"weiblich";95611
"126";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";5;"Nordrhein-Westfalen";"GES";"Geschlecht";"";"Insgesamt";196899
"127";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";7;"Rheinland-Pfalz";"GES";"Geschlecht";"GESM";"männlich";21605
"128";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";7;"Rheinland-Pfalz";"GES";"Geschlecht";"GESW";"weiblich";21117
"129";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";7;"Rheinland-Pfalz";"GES";"Geschlecht";"";"Insgesamt";42722
"130";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";10;"Saarland";"GES";"Geschlecht";"GESM";"männlich";5578
"131";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";10;"Saarland";"GES";"Geschlecht";"GESW";"weiblich";5376
"132";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";10;"Saarland";"GES";"Geschlecht";"";"Insgesamt";10954
"133";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";14;"Sachsen";"GES";"Geschlecht";"GESM";"männlich";12968
"134";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";14;"Sachsen";"GES";"Geschlecht";"GESW";"weiblich";12330
"135";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";14;"Sachsen";"GES";"Geschlecht";"";"Insgesamt";25298
"136";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";15;"Sachsen-Anhalt";"GES";"Geschlecht";"GESM";"männlich";8446
"137";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";15;"Sachsen-Anhalt";"GES";"Geschlecht";"GESW";"weiblich";7838
"138";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";15;"Sachsen-Anhalt";"GES";"Geschlecht";"";"Insgesamt";16284
"139";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";1;"Schleswig-Holstein";"GES";"Geschlecht";"GESM";"männlich";14712
"140";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";1;"Schleswig-Holstein";"GES";"Geschlecht";"GESW";"weiblich";14045
"141";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";1;"Schleswig-Holstein";"GES";"Geschlecht";"";"Insgesamt";28757
"142";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";16;"Thüringen";"GES";"Geschlecht";"GESM";"männlich";7426
"143";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";16;"Thüringen";"GES";"Geschlecht";"GESW";"weiblich";7189
"144";12612;"Statistik der Geburten";"JAHR";"Jahr";1992;"DLAND";"Bundesländer";16;"Thüringen";"GES";"Geschlecht";"";"Insgesamt";14615
"145";12612;"Statistik der Geburten";"JAHR";"Jahr";1993;"DLAND";"Bundesländer";8;"Baden-Württemberg";"GES";"Geschlecht";"GESM";"männlich";60594
"146";12612;"Statistik der Geburten";"JAHR";"Jahr";1993;"DLAND";"Bundesländer";8;"Baden-Württemberg";"GES";"Geschlecht";"GESW";"weiblich";57388
"147";12612;"Statistik der Geburten";"JAHR";"Jahr";1993;"DLAND";"Bundesländer";8;"Baden-Württemberg";"GES";"Geschlecht";"";"Insgesamt";117982
"148";12612;"Statistik der Geburten";"JAHR";"Jahr";1993;"DLAND";"Bundesländer";9;"Bayern";"GES";"Geschlecht";"GESM";"männlich";68762
"149";12612;"Statistik der Geburten";"JAHR";"Jahr";1993;"DLAND";"Bundesländer";9;"Bayern";"GES";"Geschlecht";"GESW";"weiblich";65135
"150";12612;"Statistik der Geburten";"JAHR";"Jahr";1993;"DLAND";"Bundesländer";9;"Bayern";"GES";"Geschlecht";"";"Insgesamt";133897
"151";12612;"Statistik der Geburten";"JAHR";"Jahr";1993;"DLAND";"Bundesländer";11;"Berlin";"GES";"Geschlecht";"GESM";"männlich";14715
"152";12612;"Statistik der Geburten";"JAHR";"Jahr";1993;"DLAND";"Bundesländer";11;"Berlin";"GES";"Geschlecht";"GESW";"weiblich";14009
"153";12612;"Statistik der Geburten";"JAHR";"Jahr";1993;"DLAND";"Bundesländer";11;"Berlin";"GES";"Geschlecht";"";"Insgesamt";28724
"154";12612;"Statistik der Geburten";"JAHR";"Jahr";1993;"DLAND";"Bundesländer";12;"Brandenburg";"GES";"Geschlecht";"GESM";"männlich";6360
"155";12612;"Statistik der Geburten";"JAHR";"Jahr";1993;"DLAND";"Bundesländer";12;"Brandenburg";"GES";"Geschlecht";"GESW";"weiblich";5878
"156";12612;"Statistik der Geburten";"JAHR";"Jahr";1993;"DLAND";"Bundesländer";12;"Brandenburg";"GES";"Geschlecht";"";"Insgesamt";12238
"157";12612;"Statistik der Geburten";"JAHR";"Jahr";1993;"DLAND";"Bundesländer";4;"Bremen";"GES";"Geschlecht";"GESM";"männlich";3476
"158";12612;"Statistik der Geburten";"JAHR";"Jahr";1993;"DLAND";"Bundesländer";4;"Bremen";"GES";"Geschlecht";"GESW";"weiblich";3180
"159";12612;"Statistik der Geburten";"JAHR";"Jahr";1993;"DLAND";"Bundesländer";4;"Bremen";"GES";"Geschlecht";"";"Insgesamt";6656
"160";12612;"Statistik der Geburten";"JAHR";"Jahr";1993;"DLAND";"Bundesländer";2;"Hamburg";"GES";"Geschlecht";"GESM";"männlich";8300
"161";12612;"Statistik der Geburten";"JAHR";"Jahr";1993;"DLAND";"Bundesländer";2;"Hamburg";"GES";"Geschlecht";"GESW";"weiblich";7957
"162";12612;"Statistik der Geburten";"JAHR";"Jahr";1993;"DLAND";"Bundesländer";2;"Hamburg";"GES";"Geschlecht";"";"Insgesamt";16257
"163";12612;"Statistik der Geburten";"JAHR";"Jahr";1993;"DLAND";"Bundesländer";6;"Hessen";"GES";"Geschlecht";"GESM";"männlich";31583
"164";12612;"Statistik der Geburten";"JAHR";"Jahr";1993;"DLAND";"Bundesländer";6;"Hessen";"GES";"Geschlecht";"GESW";"weiblich";30027
"165";12612;"Statistik der Geburten";"JAHR";"Jahr";1993;"DLAND";"Bundesländer";6;"Hessen";"GES";"Geschlecht";"";"Insgesamt";61610
