Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;3_Merkmal_Code;3_Merkmal_Label;3_Auspraegung_Code;3_Auspraegung_Label;BEV001__Lebendgeborene__Anzahl
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT06;Juni;48082
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT07;Juli;48104
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT08;August;46619
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT09;September;46892
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT10;Oktober;46144
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT11;November;43521
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT12;Dezember;46185
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT01;Januar;45169
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT02;Februar;43054
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT03;März;47987
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT04;April;45721
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT05;Mai;47832
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT06;Juni;44531
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT07;Juli;45423
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT08;August;44191
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT09;September;43785
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT10;Oktober;43279
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT11;November;40671
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT12;Dezember;43038
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT01;Januar;93916
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT02;Februar;89088
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT03;März;99533
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT04;April;94289
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT05;Mai;99089
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT06;Juni;92613
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT07;Juli;93527
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT08;August;90810
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT09;September;90677
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT10;Oktober;89423
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT11;November;84192
12612;Statistik der Geburten;JAHR;Jahr;1951;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT12;Dezember;89223
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT01;Januar;49430
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT02;Februar;48218
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT03;März;52374
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT04;April;49339
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT05;Mai;49970
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT06;Juni;46570
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT07;Juli;47445
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT08;August;45717
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT09;September;47560
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT10;Oktober;45077
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT11;November;44318
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT12;Dezember;45134
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT01;Januar;45802
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT02;Februar;45256
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT03;März;48948
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT04;April;46092
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT05;Mai;46624
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT06;Juni;43251
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT07;Juli;44735
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT08;August;43107
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT09;September;44540
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT10;Oktober;41963
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT11;November;41497
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT12;Dezember;42117
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT01;Januar;95232
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT02;Februar;93474
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT03;März;101322
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT04;April;95431
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT05;Mai;96594
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT06;Juni;89821
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT07;Juli;92180
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT08;August;88824
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT09;September;92100
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT10;Oktober;87040
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT11;November;85815
12612;Statistik der Geburten;JAHR;Jahr;1952;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT12;Dezember;87251
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT01;Januar;48762
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT02;Februar;45993
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT03;März;51863
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT04;April;48983
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT05;Mai;50261
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT06;Juni;47266
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT07;Juli;47554
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT08;August;45574
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT09;September;47423
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT10;Oktober;44129
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT11;November;41667
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT12;Dezember;45454
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT01;Januar;45878
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT02;Februar;42934
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT03;März;48831
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT04;April;45909
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT05;Mai;47167
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT06;Juni;43922
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT07;Juli;44688
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT08;August;42981
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT09;September;44422
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT10;Oktober;41869
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT11;November;38722
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESW;weiblich;MONAT;Monate;MONAT12;Dezember;42777
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT01;Januar;94640
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT02;Februar;88927
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT03;März;100694
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT04;April;94892
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT05;Mai;97428
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT06;Juni;91188
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT07;Juli;92242
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT08;August;88555
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT09;September;91845
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT10;Oktober;85998
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT11;November;80389
12612;Statistik der Geburten;JAHR;Jahr;1953;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;;Insgesamt;MONAT;Monate;MONAT12;Dezember;88231
12612;Statistik der Geburten;JAHR;Jahr;1954;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT01;Januar;49374
12612;Statistik der Geburten;JAHR;Jahr;1954;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT02;Februar;46442
12612;Statistik der Geburten;JAHR;Jahr;1954;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT03;März;51116
12612;Statistik der Geburten;JAHR;Jahr;1954;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT04;April;49118
12612;Statistik der Geburten;JAHR;Jahr;1954;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT05;Mai;51948
12612;Statistik der Geburten;JAHR;Jahr;1954;DINSG;Deutschland insgesamt;DG;Deutschland;GES;Geschlecht;GESM;männlich;MONAT;Monate;MONAT06;Juni;47975
