"";"Statistik_Code";"Statistik_Label";"Zeit_Code";"Zeit_Label";"Zeit";"X1_Merkmal_Code";"X1_Merkmal_Label";"X1_Auspraegung_Code";"X1_Auspraegung_Label";"X2_Merkmal_Code";"X2_Merkmal_Label";"X2_Auspraegung_Code";"X2_Auspraegung_Label";"X3_Merkmal_Code";"X3_Merkmal_Label";"X3_Auspraegung_Code";"X3_Auspraegung_Label";"BEV001__Lebendgeborene__Anzahl"
"1";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT01";"Januar";49505
"2";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT02";"Februar";47177
"3";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT03";"März";53604
"4";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT04";"April";49606
"5";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT05";"Mai";50932
"6";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT06";"Juni";47795
"7";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT07";"Juli";47377
"8";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT08";"August";46297
"9";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT09";"September";47342
"10";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT10";"Oktober";47370
"11";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT11";"November";45319
"12";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT12";"Dezember";45867
"13";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT01";"Januar";46331
"14";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT02";"Februar";44298
"15";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT03";"März";49499
"16";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT04";"April";46030
"17";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT05";"Mai";47046
"18";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT06";"Juni";44566
"19";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT07";"Juli";44324
"20";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT08";"August";43163
"21";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT09";"September";44363
"22";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT10";"Oktober";43885
"23";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT11";"November";42065
"24";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT12";"Dezember";42940
"25";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"";"Insgesamt";"MONAT";"Monate";"MONAT01";"Januar";95836
"26";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"";"Insgesamt";"MONAT";"Monate";"MONAT02";"Februar";91475
"27";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"";"Insgesamt";"MONAT";"Monate";"MONAT03";"März";103103
"28";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"";"Insgesamt";"MONAT";"Monate";"MONAT04";"April";95636
"29";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"";"Insgesamt";"MONAT";"Monate";"MONAT05";"Mai";97978
"30";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"";"Insgesamt";"MONAT";"Monate";"MONAT06";"Juni";92361
"31";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"";"Insgesamt";"MONAT";"Monate";"MONAT07";"Juli";91701
"32";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"";"Insgesamt";"MONAT";"Monate";"MONAT08";"August";89460
"33";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"";"Insgesamt";"MONAT";"Monate";"MONAT09";"September";91705
"34";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"";"Insgesamt";"MONAT";"Monate";"MONAT10";"Oktober";91255
"35";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"";"Insgesamt";"MONAT";"Monate";"MONAT11";"November";87384
"36";12612;"Statistik der Geburten";"JAHR";"Jahr";1950;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"";"Insgesamt";"MONAT";"Monate";"MONAT12";"Dezember";88807
"37";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT01";"Januar";48747
"38";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT02";"Februar";46034
"39";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT03";"März";51546
"40";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT04";"April";48568
"41";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT05";"Mai";51257
"42";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT06";"Juni";48082
"43";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT07";"Juli";48104
"44";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT08";"August";46619
"45";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT09";"September";46892
"46";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT10";"Oktober";46144
"47";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT11";"November";43521
"48";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT12";"Dezember";46185
"49";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT01";"Januar";45169
"50";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT02";"Februar";43054
"51";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT03";"März";47987
"52";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT04";"April";45721
"53";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT05";"Mai";47832
"54";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT06";"Juni";44531
"55";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT07";"Juli";45423
"56";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT08";"August";44191
"57";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT09";"September";43785
"58";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT10";"Oktober";43279
"59";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT11";"November";40671
"60";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT12";"Dezember";43038
"61";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"";"Insgesamt";"MONAT";"Monate";"MONAT01";"Januar";93916
"62";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"";"Insgesamt";"MONAT";"Monate";"MONAT02";"Februar";89088
"63";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"";"Insgesamt";"MONAT";"Monate";"MONAT03";"März";99533
"64";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"";"Insgesamt";"MONAT";"Monate";"MONAT04";"April";94289
"65";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"";"Insgesamt";"MONAT";"Monate";"MONAT05";"Mai";99089
"66";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"";"Insgesamt";"MONAT";"Monate";"MONAT06";"Juni";92613
"67";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"";"Insgesamt";"MONAT";"Monate";"MONAT07";"Juli";93527
"68";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"";"Insgesamt";"MONAT";"Monate";"MONAT08";"August";90810
"69";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"";"Insgesamt";"MONAT";"Monate";"MONAT09";"September";90677
"70";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"";"Insgesamt";"MONAT";"Monate";"MONAT10";"Oktober";89423
"71";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"";"Insgesamt";"MONAT";"Monate";"MONAT11";"November";84192
"72";12612;"Statistik der Geburten";"JAHR";"Jahr";1951;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"";"Insgesamt";"MONAT";"Monate";"MONAT12";"Dezember";89223
"73";12612;"Statistik der Geburten";"JAHR";"Jahr";1952;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT01";"Januar";49430
"74";12612;"Statistik der Geburten";"JAHR";"Jahr";1952;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT02";"Februar";48218
"75";12612;"Statistik der Geburten";"JAHR";"Jahr";1952;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT03";"März";52374
"76";12612;"Statistik der Geburten";"JAHR";"Jahr";1952;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT04";"April";49339
"77";12612;"Statistik der Geburten";"JAHR";"Jahr";1952;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT05";"Mai";49970
"78";12612;"Statistik der Geburten";"JAHR";"Jahr";1952;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT06";"Juni";46570
"79";12612;"Statistik der Geburten";"JAHR";"Jahr";1952;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT07";"Juli";47445
"80";12612;"Statistik der Geburten";"JAHR";"Jahr";1952;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT08";"August";45717
"81";12612;"Statistik der Geburten";"JAHR";"Jahr";1952;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT09";"September";47560
"82";12612;"Statistik der Geburten";"JAHR";"Jahr";1952;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT10";"Oktober";45077
"83";12612;"Statistik der Geburten";"JAHR";"Jahr";1952;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT11";"November";44318
"84";12612;"Statistik der Geburten";"JAHR";"Jahr";1952;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESM";"männlich";"MONAT";"Monate";"MONAT12";"Dezember";45134
"85";12612;"Statistik der Geburten";"JAHR";"Jahr";1952;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT01";"Januar";45802
"86";12612;"Statistik der Geburten";"JAHR";"Jahr";1952;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT02";"Februar";45256
"87";12612;"Statistik der Geburten";"JAHR";"Jahr";1952;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT03";"März";48948
"88";12612;"Statistik der Geburten";"JAHR";"Jahr";1952;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT04";"April";46092
"89";12612;"Statistik der Geburten";"JAHR";"Jahr";1952;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT05";"Mai";46624
"90";12612;"Statistik der Geburten";"JAHR";"Jahr";1952;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT06";"Juni";43251
"91";12612;"Statistik der Geburten";"JAHR";"Jahr";1952;"DINSG";"Deutschland insgesamt";"DG";"Deutschland";"GES";"Geschlecht";"GESW";"weiblich";"MONAT";"Monate";"MONAT07";"Juli";44735
